Using downloaded and verified file: ./data/pathmnist/pathmnist.npz
Using downloaded and verified file: ./data/pathmnist/pathmnist.npz
Taskcla:  [(0, 3), (1, 2), (2, 2), (3, 2)]
Number of clients each task:  [10, 10, 10, 10]
************************************************************************************************************
Task  0
************************************************************************************************************
 Epoch: 1 | Train: time= 44.3s | Valid: time=  6.7s loss=0.173, TAw acc=  0.0% |
 Epoch: 2 | Train: time= 38.3s | Valid: time=  7.3s loss=0.347, TAw acc=  0.0% |
 Epoch: 3 | Train: time= 39.6s | Valid: time=  7.4s loss=0.078, TAw acc=  0.0% |
 Epoch: 4 | Train: time= 39.5s | Valid: time=  7.4s loss=0.317, TAw acc=  0.0% |
 Epoch: 5 | Train: time= 39.6s | Valid: time=  7.2s loss=0.249, TAw acc=  0.0% |
 Epoch: 6 | Train: time= 39.7s | Valid: time=  7.4s loss=1.034, TAw acc=  0.0% |
 Epoch: 7 | Train: time= 39.3s | Valid: time=  7.1s loss=0.036, TAw acc=  0.0% |
 Epoch: 8 | Train: time= 38.9s | Valid: time=  7.1s loss=0.091, TAw acc=  0.0% |
 Epoch: 9 | Train: time= 39.2s | Valid: time=  7.1s loss=0.071, TAw acc=  0.0% |
 Epoch: 10 | Train: time= 39.4s | Valid: time=  7.0s loss=0.080, TAw acc=  0.0% |
 Epoch: 11 | Train: time= 38.9s | Valid: time=  7.7s loss=0.105, TAw acc=  0.0% |
 Epoch: 12 | Train: time= 39.6s | Valid: time=  7.3s loss=0.012, TAw acc=  0.0% |
 Epoch: 13 | Train: time= 38.5s | Valid: time=  7.3s loss=0.226, TAw acc=  0.0% |
 Epoch: 14 | Train: time= 39.4s | Valid: time=  6.9s loss=0.012, TAw acc=  0.0% |
 Epoch: 15 | Train: time= 38.5s | Valid: time=  6.8s loss=0.202, TAw acc=  0.0% |
 Epoch: 16 | Train: time= 38.3s | Valid: time=  6.8s loss=0.082, TAw acc=  0.0% |
 Epoch: 17 | Train: time= 38.3s | Valid: time=  7.1s loss=0.009, TAw acc=  0.0% |
 Epoch: 18 | Train: time= 39.1s | Valid: time=  7.1s loss=0.016, TAw acc=  0.0% |
 Epoch: 19 | Train: time= 39.8s | Valid: time=  7.5s loss=0.014, TAw acc=  0.0% |
 Epoch: 20 | Train: time= 38.5s | Valid: time=  7.1s loss=0.013, TAw acc=  0.0% |
 Epoch: 21 | Train: time= 38.4s | Valid: time=  7.0s loss=0.015, TAw acc=  0.0% |
 Epoch: 22 | Train: time= 39.5s | Valid: time=  7.0s loss=0.040, TAw acc=  0.0% |
 Epoch: 23 | Train: time= 39.1s | Valid: time=  7.0s loss=0.024, TAw acc=  0.0% |
 Epoch: 24 | Train: time= 38.3s | Valid: time=  7.2s loss=0.007, TAw acc=  0.0% |
 Epoch: 25 | Train: time= 38.1s | Valid: time=  7.2s loss=0.009, TAw acc=  0.0% |
 Epoch: 26 | Train: time= 39.2s | Valid: time=  7.4s loss=0.019, TAw acc=  0.0% |
 Epoch: 27 | Train: time= 38.4s | Valid: time=  7.4s loss=0.017, TAw acc=  0.0% |
 Epoch: 28 | Train: time= 39.1s | Valid: time=  7.3s loss=0.006, TAw acc=  0.0% |
 Epoch: 29 | Train: time= 38.8s | Valid: time=  7.4s loss=0.006, TAw acc=  0.0% |
 Epoch: 30 | Train: time= 39.5s | Valid: time=  6.8s loss=0.017, TAw acc=  0.0% |
 Epoch: 31 | Train: time= 39.1s | Valid: time=  7.3s loss=0.015, TAw acc=  0.0% |
 Epoch: 32 | Train: time= 39.4s | Valid: time=  7.0s loss=0.008, TAw acc=  0.0% |
 Epoch: 33 | Train: time= 38.6s | Valid: time=  7.2s loss=0.011, TAw acc=  0.0% |
 Epoch: 34 | Train: time= 39.4s | Valid: time=  7.9s loss=0.013, TAw acc=  0.0% |
 Epoch: 35 | Train: time= 38.1s | Valid: time=  7.2s loss=0.004, TAw acc=  0.0% |
 Epoch: 36 | Train: time= 38.4s | Valid: time=  6.8s loss=0.005, TAw acc=  0.0% |
 Epoch: 37 | Train: time= 37.7s | Valid: time=  6.5s loss=0.005, TAw acc=  0.0% |
 Epoch: 38 | Train: time= 37.4s | Valid: time=  6.8s loss=0.005, TAw acc=  0.0% |
 Epoch: 39 | Train: time= 36.8s | Valid: time=  7.1s loss=0.004, TAw acc=  0.0% |
 Epoch: 40 | Train: time= 37.5s | Valid: time=  6.9s loss=0.004, TAw acc=  0.0% |
 Epoch: 41 | Train: time= 37.4s | Valid: time=  6.4s loss=0.004, TAw acc=  0.0% |
 Epoch: 42 | Train: time= 37.2s | Valid: time=  6.5s loss=0.007, TAw acc=  0.0% |
 Epoch: 43 | Train: time= 36.6s | Valid: time=  6.5s loss=0.004, TAw acc=  0.0% |
 Epoch: 44 | Train: time= 37.4s | Valid: time=  6.7s loss=0.004, TAw acc=  0.0% |
 Epoch: 45 | Train: time= 37.5s | Valid: time=  6.7s loss=0.004, TAw acc=  0.0% |
 Epoch: 46 | Train: time= 37.1s | Valid: time=  6.6s loss=0.004, TAw acc=  0.0% |
 Epoch: 47 | Train: time= 37.4s | Valid: time=  6.6s loss=0.004, TAw acc=  0.0% |
 Epoch: 48 | Train: time= 37.1s | Valid: time=  6.6s loss=0.004, TAw acc=  0.0% |
 Epoch: 49 | Train: time= 36.7s | Valid: time=  6.4s loss=0.004, TAw acc=  0.0% |
 Epoch: 50 | Train: time= 36.6s | Valid: time=  6.4s loss=0.004, TAw acc=  0.0% |
